id,known_name,full_name,motivation,award_year,category
947,Kazuo Ishiguro,Kazuo Ishiguro,"who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world",2017,Literature
948,,,for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons,2017,Peace
941,Rainer Weiss,Rainer Weiss,for decisive contributions to the LIGO detector and the observation of gravitational waves,2017,Physics
942,Barry C. Barish,Barry C. Barish,for decisive contributions to the LIGO detector and the observation of gravitational waves,2017,Physics
943,Kip S. Thorne,Kip S. Thorne,for decisive contributions to the LIGO detector and the observation of gravitational waves,2017,Physics
938,Jeffrey C. Hall,Jeffrey C. Hall,for their discoveries of molecular mechanisms controlling the circadian rhythm,2017,Physiology or Medicine
939,Michael Rosbash,Michael Rosbash,for their discoveries of molecular mechanisms controlling the circadian rhythm,2017,Physiology or Medicine
940,Michael W. Young,Michael W. Young,for their discoveries of molecular mechanisms controlling the circadian rhythm,2017,Physiology or Medicine
963,Frances H. Arnold,Frances H. Arnold,for the directed evolution of enzymes,2018,Chemistry
964,George P. Smith,George P. Smith,for the phage display of peptides and antibodies,2018,Chemistry
965,Sir Gregory P. Winter,Sir Gregory P. Winter,for the phage display of peptides and antibodies,2018,Chemistry
968,William D. Nordhaus,William D. Nordhaus,for integrating climate change into long-run macroeconomic analysis,2018,Economic Sciences
969,Paul M. Romer,Paul M. Romer,for integrating technological innovations into long-run macroeconomic analysis,2018,Economic Sciences
979,Olga Tokarczuk,Olga Tokarczuk,for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life,2018,Literature
966,Denis Mukwege,Denis Mukwege,for their efforts to end the use of sexual violence as a weapon of war and armed conflict,2018,Peace
967,Nadia Murad,Nadia Murad Basee Taha,for their efforts to end the use of sexual violence as a weapon of war and armed conflict,2018,Peace
960,Arthur Ashkin,Arthur Ashkin,for the optical tweezers and their application to biological systems,2018,Physics
961,Gérard Mourou,Gérard Mourou,"for their method of generating high-intensity, ultra-short optical pulses",2018,Physics
962,Donna Strickland,Donna Strickland,"for their method of generating high-intensity, ultra-short optical pulses",2018,Physics
958,James P. Allison,James P. Allison,for their discovery of cancer therapy by inhibition of negative immune regulation,2018,Physiology or Medicine
959,Tasuku Honjo,Tasuku Honjo,for their discovery of cancer therapy by inhibition of negative immune regulation,2018,Physiology or Medicine
976,John B. Goodenough,John B. Goodenough,for the development of lithium-ion batteries,2019,Chemistry
977,M. Stanley Whittingham,M. Stanley Whittingham,for the development of lithium-ion batteries,2019,Chemistry
978,Akira Yoshino,Akira Yoshino,for the development of lithium-ion batteries,2019,Chemistry
982,Abhijit Banerjee,Abhijit Banerjee,for their experimental approach to alleviating global poverty,2019,Economic Sciences
983,Esther Duflo,Esther Duflo,for their experimental approach to alleviating global poverty,2019,Economic Sciences
984,Michael Kremer,Michael Kremer,for their experimental approach to alleviating global poverty,2019,Economic Sciences
980,Peter Handke,Peter Handke,for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience,2019,Literature
981,Abiy Ahmed Ali,Abiy Ahmed Ali,"for his efforts to achieve peace and international cooperation, and in particular for his decisive initiative to resolve the border conflict with neighbouring Eritrea",2019,Peace
973,James Peebles,James Peebles,for theoretical discoveries in physical cosmology,2019,Physics
974,Michel Mayor,Michel Mayor,for the discovery of an exoplanet orbiting a solar-type star,2019,Physics
975,Didier Queloz,Didier Queloz,for the discovery of an exoplanet orbiting a solar-type star,2019,Physics
970,William G. Kaelin Jr,William G. Kaelin Jr,for their discoveries of how cells sense and adapt to oxygen availability,2019,Physiology or Medicine
971,Sir Peter J. Ratcliffe,Sir Peter J. Ratcliffe,for their discoveries of how cells sense and adapt to oxygen availability,2019,Physiology or Medicine
972,Gregg L. Semenza,Gregg L. Semenza,for their discoveries of how cells sense and adapt to oxygen availability,2019,Physiology or Medicine
991,Emmanuelle Charpentier,Emmanuelle Charpentier,for the development of a method for genome editing,2020,Chemistry
992,Jennifer A. Doudna,Jennifer A. Doudna,for the development of a method for genome editing,2020,Chemistry
995,Paul R. Milgrom,Paul R. Milgrom,for improvements to auction theory and inventions of new auction formats,2020,Economic Sciences
996,Robert B. Wilson,Robert B. Wilson,for improvements to auction theory and inventions of new auction formats,2020,Economic Sciences
993,Louise Glück,Louise Glück,for her unmistakable poetic voice that with austere beauty makes individual existence universal,2020,Literature
994,,,"for its efforts to combat hunger, for its contribution to bettering conditions for peace in conflict-affected areas and for acting as a driving force in efforts to prevent the use of hunger as a weapon of war and conflict",2020,Peace
988,Roger Penrose,Roger Penrose,for the discovery that black hole formation is a robust prediction of the general theory of relativity,2020,Physics
989,Reinhard Genzel,Reinhard Genzel,for the discovery of a supermassive compact object at the centre of our galaxy,2020,Physics
990,Andrea Ghez,Andrea Ghez,for the discovery of a supermassive compact object at the centre of our galaxy,2020,Physics
985,Harvey J. Alter,Harvey J. Alter,for the discovery of Hepatitis C virus,2020,Physiology or Medicine
986,Michael Houghton,Michael Houghton,for the discovery of Hepatitis C virus,2020,Physiology or Medicine
987,Charles M. Rice,Charles M. Rice,for the discovery of Hepatitis C virus,2020,Physiology or Medicine
1002,Benjamin List,Benjamin List,for the development of asymmetric organocatalysis,2021,Chemistry
1003,David W.C. MacMillan,David W.C. MacMillan,for the development of asymmetric organocatalysis,2021,Chemistry
1007,David Card,David Card,for his empirical contributions to labour economics,2021,Economic Sciences
1008,Joshua D. Angrist,Joshua D. Angrist,for their methodological contributions to the analysis of causal relationships,2021,Economic Sciences
1009,Guido W. Imbens,Guido W. Imbens,for their methodological contributions to the analysis of causal relationships,2021,Economic Sciences
1004,Abdulrazak Gurnah,Abdulrazak Gurnah,for his uncompromising and compassionate penetration of the effects of colonialism and the fate of the refugee in the gulf between cultures and continents,2021,Literature
1005,Maria Ressa,Maria Ressa,"for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace",2021,Peace
1006,Dmitry Muratov,Dmitry Andreyevich Muratov,"for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace",2021,Peace
999,Syukuro Manabe,Syukuro Manabe,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",2021,Physics
1000,Klaus Hasselmann,Klaus Hasselmann,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",2021,Physics
1001,Giorgio Parisi,Giorgio Parisi,for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales,2021,Physics
997,David Julius,David Julius,for their discoveries of receptors for temperature and touch,2021,Physiology or Medicine
998,Ardem Patapoutian,Ardem Patapoutian,for their discoveries of receptors for temperature and touch,2021,Physiology or Medicine
1015,Carolyn Bertozzi,Carolyn R. Bertozzi,for the development of click chemistry and bioorthogonal chemistry,2022,Chemistry
1016,Morten Meldal,Morten Meldal,for the development of click chemistry and bioorthogonal chemistry,2022,Chemistry
743,K. Barry Sharpless,K. Barry Sharpless,for the development of click chemistry and bioorthogonal chemistry,2022,Chemistry
1021,Ben Bernanke,Ben S. Bernanke,for research on banks and financial crises,2022,Economic Sciences
1022,Douglas Diamond,Douglas W. Diamond,for research on banks and financial crises,2022,Economic Sciences
1023,Philip Dybvig,Philip H. Dybvig,for research on banks and financial crises,2022,Economic Sciences
1017,Annie Ernaux,Annie Ernaux,"for the courage and clinical acuity with which she uncovers the roots, estrangements and  collective restraints of personal memory",2022,Literature
1018,Ales Bialiatski,Ales Bialiatski ,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.",2022,Peace
1019,,,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.",2022,Peace
1020,,,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.",2022,Peace
1012,Alain Aspect,Alain Aspect,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science",2022,Physics
1013,John Clauser,John F. Clauser,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science",2022,Physics
1014,Anton Zeilinger,Anton Zeilinger,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science",2022,Physics
1011,Svante Pääbo,Svante Pääbo,for his discoveries concerning the genomes of extinct hominins and human evolution,2022,Physiology or Medicine
1029,Moungi Bawendi,Moungi G. Bawendi,for the discovery and synthesis of quantum dots,2023,Chemistry
1030,Louis Brus,Louis E. Brus,for the discovery and synthesis of quantum dots,2023,Chemistry
1031,Aleksey Yekimov ,Aleksey Yekimov ,for the discovery and synthesis of quantum dots,2023,Chemistry
1034,Claudia Goldin,Claudia Goldin,for having advanced our understanding of women’s labour market outcomes,2023,Economic Sciences
1032,Jon Fosse,Jon Fosse,for his innovative plays and prose which give voice to the unsayable,2023,Literature
1033,Narges Mohammadi,Narges Mohammadi,for her fight against the oppression of women in Iran and her fight to promote human rights and freedom for all,2023,Peace
1026,Pierre Agostini,Pierre Agostini,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,2023,Physics
1027,Ferenc Krausz,Ferenc Krausz,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,2023,Physics
1028,Anne L’Huillier,Anne L’Huillier,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,2023,Physics
1024,Katalin Karikó,Katalin Karikó,for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19,2023,Physiology or Medicine
1025,Drew Weissman,Drew Weissman,for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19,2023,Physiology or Medicine
